"id";"id_user";"tags_user";"tags_testset";"id_filme"
2568;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,";"";0
2569;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,";"";0
2570;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,";"";0
2571;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,";"";0
2572;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,";"";0
2573;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,";"";0
2574;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,";"";0
2575;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,";"";0
2576;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,";"";0
2577;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,good action,dumb dystopia,On TV all the time,Sylvester Stallone,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,";"";0
