"id";"id_user";"tags_user";"tags_testset";"id_filme"
691;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,atmospheric,twist ending,adapted from/inspired by:short film,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Amy Heckerling,Netflix Finland,high school,1990s,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,explodeytime,Action,funny,good action,dumb dystopia,On TV all the time,Sylvester Stallone,Futuristmovies.com,Business is the antagonist,dystopia,hilarious,Los Angeles,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,[bugÂ¿] do you think that ML cares about the bugs ,[bugÂ¿] If it is truÃ© that impossible to delete t,big budget,dinosaurs,genetics,";"";0
692;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,atmospheric,twist ending,adapted from/inspired by:short film,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Amy Heckerling,Netflix Finland,high school,1990s,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,explodeytime,Action,funny,good action,dumb dystopia,On TV all the time,Sylvester Stallone,Futuristmovies.com,Business is the antagonist,dystopia,hilarious,Los Angeles,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,[bugÂ¿] do you think that ML cares about the bugs ,[bugÂ¿] If it is truÃ© that impossible to delete t,big budget,dinosaurs,genetics,";"";0
693;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,atmospheric,twist ending,adapted from/inspired by:short film,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Amy Heckerling,Netflix Finland,high school,1990s,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,explodeytime,Action,funny,good action,dumb dystopia,On TV all the time,Sylvester Stallone,Futuristmovies.com,Business is the antagonist,dystopia,hilarious,Los Angeles,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,[bugÂ¿] do you think that ML cares about the bugs ,[bugÂ¿] If it is truÃ© that impossible to delete t,big budget,dinosaurs,genetics,";"";0
694;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,atmospheric,twist ending,adapted from/inspired by:short film,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Amy Heckerling,Netflix Finland,high school,1990s,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,explodeytime,Action,funny,good action,dumb dystopia,On TV all the time,Sylvester Stallone,Futuristmovies.com,Business is the antagonist,dystopia,hilarious,Los Angeles,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,[bugÂ¿] do you think that ML cares about the bugs ,[bugÂ¿] If it is truÃ© that impossible to delete t,big budget,dinosaurs,genetics,";"";0
695;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,atmospheric,twist ending,adapted from/inspired by:short film,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Amy Heckerling,Netflix Finland,high school,1990s,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,explodeytime,Action,funny,good action,dumb dystopia,On TV all the time,Sylvester Stallone,Futuristmovies.com,Business is the antagonist,dystopia,hilarious,Los Angeles,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,[bugÂ¿] do you think that ML cares about the bugs ,[bugÂ¿] If it is truÃ© that impossible to delete t,big budget,dinosaurs,genetics,";"";0
696;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,atmospheric,twist ending,adapted from/inspired by:short film,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Amy Heckerling,Netflix Finland,high school,1990s,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,explodeytime,Action,funny,good action,dumb dystopia,On TV all the time,Sylvester Stallone,Futuristmovies.com,Business is the antagonist,dystopia,hilarious,Los Angeles,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,[bugÂ¿] do you think that ML cares about the bugs ,[bugÂ¿] If it is truÃ© that impossible to delete t,big budget,dinosaurs,genetics,";"";0
697;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,atmospheric,twist ending,adapted from/inspired by:short film,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Amy Heckerling,Netflix Finland,high school,1990s,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,explodeytime,Action,funny,good action,dumb dystopia,On TV all the time,Sylvester Stallone,Futuristmovies.com,Business is the antagonist,dystopia,hilarious,Los Angeles,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,[bugÂ¿] do you think that ML cares about the bugs ,[bugÂ¿] If it is truÃ© that impossible to delete t,big budget,dinosaurs,genetics,";"";0
698;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,atmospheric,twist ending,adapted from/inspired by:short film,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Amy Heckerling,Netflix Finland,high school,1990s,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,explodeytime,Action,funny,good action,dumb dystopia,On TV all the time,Sylvester Stallone,Futuristmovies.com,Business is the antagonist,dystopia,hilarious,Los Angeles,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,[bugÂ¿] do you think that ML cares about the bugs ,[bugÂ¿] If it is truÃ© that impossible to delete t,big budget,dinosaurs,genetics,";"";0
699;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,atmospheric,twist ending,adapted from/inspired by:short film,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Amy Heckerling,Netflix Finland,high school,1990s,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,explodeytime,Action,funny,good action,dumb dystopia,On TV all the time,Sylvester Stallone,Futuristmovies.com,Business is the antagonist,dystopia,hilarious,Los Angeles,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,[bugÂ¿] do you think that ML cares about the bugs ,[bugÂ¿] If it is truÃ© that impossible to delete t,big budget,dinosaurs,genetics,";"";0
700;11;"post-apocalyptic,psychology,time travel,Brad Pitt,Bruce Willis,atmospheric,twist ending,adapted from/inspired by:short film,Alicia Silverstone,romance,adapted from:book,author:Jane Austen,Teen movie,Amy Heckerling,Netflix Finland,high school,1990s,Comedy,espionage,Téa Leoni does not star in this movie,theme:lying,arnold,explodeytime,Action,funny,good action,dumb dystopia,On TV all the time,Sylvester Stallone,Futuristmovies.com,Business is the antagonist,dystopia,hilarious,Los Angeles,author:Michael Crichton,herds of CGI animals,[bugÂ¿] Ä°s it true that tags that canÃ±ot be dele,[bugÂ¿] do you think that ML cares about the bugs ,[bugÂ¿] If it is truÃ© that impossible to delete t,big budget,dinosaurs,genetics,";"";0
